Date,Price,Open,High,Low,Vol.,Change %
26-May-16,714.91 ,708.33 ,715.00 ,707.29 ,2.45M,0.93%
25-May-16,708.35 ,708.00 ,710.86 ,705.52 ,3.28M,0.59%
24-May-16,704.20 ,698.01 ,707.50 ,698.00 ,3.03M,1.07%
23-May-16,696.75 ,704.25 ,706.00 ,696.42 ,2.60M,-0.86%
20-May-16,702.80 ,701.05 ,707.24 ,700.00 ,2.92M,0.61%
19-May-16,698.52 ,691.88 ,699.40 ,689.56 ,3.03M,0.15%
18-May-16,697.45 ,689.56 ,702.54 ,688.76 ,4.28M,0.31%
17-May-16,695.27 ,709.90 ,714.47 ,693.91 ,5.12M,-2.17%
16-May-16,710.66 ,710.13 ,713.25 ,700.28 ,5.43M,0.10%
13-May-16,709.92 ,714.64 ,719.25 ,706.51 ,4.76M,-1.12%
12-May-16,717.93 ,717.38 ,722.45 ,711.51 ,5.05M,0.66%
11-May-16,713.23 ,705.79 ,719.00 ,701.65 ,7.34M,1.45%
10-May-16,703.07 ,694.00 ,704.55 ,693.50 ,6.11M,3.43%
09-May-16,679.75 ,673.95 ,686.98 ,671.41 ,3.98M,0.86%
06-May-16,673.95 ,656.05 ,676.95 ,656.01 ,4.37M,2.25%
05-May-16,659.09 ,673.31 ,676.49 ,656.00 ,4.88M,-1.76%
04-May-16,670.90 ,662.59 ,674.00 ,662.14 ,4.64M,-0.06%
03-May-16,671.32 ,677.36 ,680.30 ,670.43 ,4.92M,-1.83%
02-May-16,683.85 ,663.92 ,685.50 ,662.03 ,6.58M,3.68%
29-Apr-16,659.59 ,666.00 ,669.98 ,654.00 ,10.31M,9.57%
28-Apr-16,602.00 ,615.54 ,626.80 ,599.20 ,7.87M,-0.75%
27-Apr-16,606.57 ,611.80 ,615.95 ,601.28 ,4.07M,-1.67%
26-Apr-16,616.88 ,626.17 ,626.75 ,614.88 ,2.52M,-1.49%
25-Apr-16,626.20 ,616.61 ,626.98 ,616.25 ,2.68M,0.92%
22-Apr-16,620.50 ,624.47 ,628.25 ,611.56 ,5.08M,-1.66%
21-Apr-16,631.00 ,631.00 ,637.82 ,628.50 ,2.60M,-0.31%
20-Apr-16,632.99 ,630.00 ,636.55 ,623.00 ,2.61M,0.81%
19-Apr-16,627.90 ,637.14 ,638.01 ,620.80 ,4.06M,-1.17%
18-Apr-16,635.35 ,625.35 ,637.64 ,624.96 ,4.36M,1.51%
15-Apr-16,625.89 ,621.92 ,626.77 ,618.11 ,2.89M,0.83%
14-Apr-16,620.75 ,615.07 ,624.38 ,615.07 ,3.51M,0.96%
13-Apr-16,614.82 ,607.68 ,616.81 ,605.29 ,4.23M,1.93%
12-Apr-16,603.17 ,598.40 ,604.06 ,592.31 ,2.64M,1.21%
11-Apr-16,595.93 ,596.14 ,604.00 ,594.91 ,2.70M,0.22%
08-Apr-16,594.60 ,594.32 ,597.86 ,589.00 ,2.59M,0.54%
07-Apr-16,591.43 ,598.76 ,599.60 ,589.08 ,3.19M,-1.77%
06-Apr-16,602.08 ,587.52 ,602.39 ,587.50 ,2.85M,2.72%
05-Apr-16,586.14 ,590.77 ,593.47 ,585.25 ,2.31M,-1.19%
04-Apr-16,593.19 ,599.00 ,599.50 ,590.55 ,2.47M,-0.89%
01-Apr-16,598.50 ,590.49 ,599.03 ,588.30 ,2.92M,0.82%
31-Mar-16,593.64 ,599.28 ,600.75 ,592.21 ,2.68M,-0.84%
30-Mar-16,598.69 ,596.71 ,603.24 ,595.00 ,3.89M,0.81%
29-Mar-16,593.86 ,580.15 ,595.85 ,576.50 ,4.39M,2.41%
28-Mar-16,579.87 ,584.40 ,584.75 ,575.56 ,3.12M,-0.53%
24-Mar-16,582.95 ,567.11 ,583.55 ,567.08 ,5.19M,2.34%
23-Mar-16,569.63 ,561.00 ,572.48 ,558.10 ,3.98M,1.63%
22-Mar-16,560.48 ,545.11 ,562.76 ,545.05 ,4.00M,1.17%
21-Mar-16,553.98 ,548.91 ,555.24 ,538.58 ,5.16M,0.34%
18-Mar-16,552.08 ,560.94 ,562.33 ,546.09 ,7.30M,-1.32%
17-Mar-16,559.44 ,569.51 ,571.40 ,555.01 ,5.93M,-2.58%
16-Mar-16,574.27 ,576.64 ,581.32 ,571.14 ,3.54M,-0.48%
15-Mar-16,577.02 ,571.00 ,581.52 ,567.00 ,3.88M,0.64%
14-Mar-16,573.37 ,567.00 ,576.89 ,563.05 ,3.45M,0.66%
11-Mar-16,569.61 ,566.95 ,570.06 ,562.73 ,3.77M,1.91%
10-Mar-16,558.93 ,566.74 ,567.00 ,547.90 ,3.92M,-0.10%
09-Mar-16,559.47 ,559.56 ,560.35 ,550.12 ,4.38M,-0.14%
08-Mar-16,560.26 ,557.87 ,571.35 ,554.74 ,4.73M,-0.45%
07-Mar-16,562.80 ,573.54 ,573.63 ,555.55 ,4.93M,-2.15%
04-Mar-16,575.14 ,581.07 ,581.40 ,571.07 ,3.42M,-0.41%
03-Mar-16,577.49 ,577.96 ,579.87 ,573.11 ,2.74M,-0.47%
02-Mar-16,580.21 ,581.75 ,585.00 ,573.70 ,4.58M,0.20%
01-Mar-16,579.04 ,556.29 ,579.25 ,556.00 ,5.04M,4.80%
29-Feb-16,552.52 ,554.00 ,564.81 ,552.51 ,4.15M,-0.51%
27-Feb-16,555.36 ,555.27 ,555.36 ,555.27 ,4.59M,0.02%
26-Feb-16,555.23 ,560.12 ,562.50 ,553.17 ,4.88M,0.01%
25-Feb-16,555.15 ,555.52 ,559.39 ,545.29 ,4.53M,0.20%
24-Feb-16,554.04 ,545.75 ,554.27 ,533.15 ,6.23M,0.20%
23-Feb-16,552.94 ,555.55 ,556.91 ,545.33 ,4.05M,-1.17%
22-Feb-16,559.50 ,542.20 ,560.65 ,541.08 ,5.57M,4.60%
19-Feb-16,534.90 ,520.71 ,535.95 ,515.35 ,4.97M,1.89%
18-Feb-16,525.00 ,541.19 ,541.20 ,523.73 ,4.74M,-1.70%
17-Feb-16,534.10 ,528.74 ,537.48 ,519.39 ,4.82M,2.49%
16-Feb-16,521.10 ,519.48 ,524.45 ,511.66 ,5.12M,2.76%
12-Feb-16,507.08 ,510.70 ,516.75 ,501.49 ,5.38M,0.65%
11-Feb-16,503.82 ,491.17 ,509.30 ,484.00 ,7.40M,2.72%
10-Feb-16,490.48 ,491.76 ,504.66 ,486.00 ,6.79M,1.74%
09-Feb-16,482.07 ,478.01 ,498.38 ,474.00 ,7.08M,-1.24%
08-Feb-16,488.10 ,486.47 ,493.50 ,475.21 ,9.83M,-2.79%
05-Feb-16,502.13 ,529.28 ,529.45 ,499.19 ,9.71M,-6.36%
04-Feb-16,536.26 ,525.00 ,538.99 ,519.22 ,6.20M,0.98%
03-Feb-16,531.07 ,553.50 ,556.00 ,521.90 ,10.05M,-3.81%
02-Feb-16,552.10 ,570.00 ,571.56 ,550.09 ,6.31M,-3.95%
